Entry,Date,Resale_Price,Type,Type_Rank,Venue,Days_Until,Day_Rank,Interested,Radio_Plays,Face,Corona,Day_Rank2
1,27-Feb,958,Pit,10,American Airlines Arena,11,1,5974,1428,145.5,0,1
2,27-Feb,425,Floor,9,American Airlines Arena,11,1,5974,1428,145.5,0,1
3,27-Feb,632,100A,8,American Airlines Arena,11,1,5974,1428,145.5,0,1
4,27-Feb,542,100B,6,American Airlines Arena,11,1,5974,1428,95.5,0,1
5,27-Feb,218,300A,2,American Airlines Arena,11,1,5974,1428,95.5,0,1
6,27-Feb,216,300B,1,American Airlines Arena,11,1,5974,1428,65.5,0,1
7,27-Feb,650,Pit,10,Amway Center,12,2,8715,519,146,0,2
8,27-Feb,543,Floor,9,Amway Center,12,2,8715,519,146,0,2
9,27-Feb,447,100A,8,Amway Center,12,2,8715,519,146,0,2
10,27-Feb,587,100B,6,Amway Center,12,2,8715,519,146,0,2
11,27-Feb,369,SuiteA,7,Amway Center,12,2,8715,519,146,0,2
12,27-Feb,271,SuiteB,5,Amway Center,12,2,8715,519,146,0,2
13,27-Feb,221,200A,4,Amway Center,12,2,8715,519,96.5,0,2
14,27-Feb,202,200B,3,Amway Center,12,2,8715,519,96.5,0,2
15,27-Feb,643,Pit,10,PNC Arena,14,4,6689,148,125.5,0,4
16,27-Feb,531,Floor,9,PNC Arena,14,4,6689,148,125.5,0,4
17,27-Feb,307,100A,8,PNC Arena,14,4,6689,148,125.5,0,4
18,27-Feb,207,100B,6,PNC Arena,14,4,6689,148,125.5,0,4
19,27-Feb,335,200A,4,PNC Arena,14,4,6689,148,75.5,0,4
20,27-Feb,320,200B,3,PNC Arena,14,4,6689,148,75.5,0,4
21,27-Feb,195,300A,2,PNC Arena,14,4,6689,148,55.5,0,4
22,27-Feb,162,300B,1,PNC Arena,14,4,6689,148,55.5,0,4
23,27-Feb,371,Pit,10,Wells Fargo Center,15,6,7654,401,149.25,0,5
24,27-Feb,325,Floor,9,Wells Fargo Center,15,6,7654,401,128,0,5
25,27-Feb,299,100A,8,Wells Fargo Center,15,6,7654,401,149.25,0,5
26,27-Feb,262,100B,6,Wells Fargo Center,15,6,7654,401,149.25,0,5
27,27-Feb,304,SuiteA,7,Wells Fargo Center,15,6,7654,401,128,0,5
28,27-Feb,252,SuiteB,5,Wells Fargo Center,15,6,7654,401,128,0,5
29,27-Feb,190,200A,4,Wells Fargo Center,15,6,7654,401,39.4,0,5
30,27-Feb,193,200B,3,Wells Fargo Center,15,6,7654,401,39.4,0,5
31,27-Feb,257,300A,2,Wells Fargo Center,15,6,7654,401,39.4,0,5
32,27-Feb,663,Pit,10,Madison Square Garden,17,5,2596,256,149.5,0,7
33,27-Feb,547,Floor,9,Madison Square Garden,17,5,2596,256,149.5,0,7
34,27-Feb,600,100A,8,Madison Square Garden,17,5,2596,256,149.5,0,7
35,27-Feb,342,100B,6,Madison Square Garden,17,5,2596,256,149.5,0,7
36,27-Feb,257,200A,4,Madison Square Garden,17,5,2596,256,99.5,0,7
37,27-Feb,312,300A,2,Madison Square Garden,17,5,2596,256,39.5,0,7
38,27-Feb,386,Pit,10,Prudential Center,18,1,1063,2,149.5,0,1
39,27-Feb,346,Floor,9,Prudential Center,18,1,1063,2,149.5,0,1
40,27-Feb,303,100A,8,Prudential Center,18,1,1063,2,149.5,0,1
41,27-Feb,199,100B,6,Prudential Center,18,1,1063,2,149.5,0,1
42,27-Feb,213,200A,4,Prudential Center,18,1,1063,2,99.5,0,1
43,27-Feb,167,200B,3,Prudential Center,18,1,1063,2,99.5,0,1
44,27-Feb,161,300A,2,Prudential Center,18,1,1063,2,39.5,0,1
45,27-Feb,165,300B,1,Prudential Center,18,1,1063,2,39.5,0,1
46,27-Feb,414,Pit,10,Capital One Arena,20,3,7953,421,149.5,0,3
47,27-Feb,382,Floor,9,Capital One Arena,20,3,7953,421,149.5,0,3
48,27-Feb,346,100A,8,Capital One Arena,20,3,7953,421,149.5,0,3
49,27-Feb,296,100B,6,Capital One Arena,20,3,7953,421,149.5,0,3
50,27-Feb,322,SuiteA,7,Capital One Arena,20,3,7953,421,149.5,0,3
51,27-Feb,311,200A,4,Capital One Arena,20,3,7953,421,99.5,0,3
52,27-Feb,325,200B,3,Capital One Arena,20,3,7953,421,99.5,0,3
53,27-Feb,194,300A,2,Capital One Arena,20,3,7953,421,39.5,0,3
54,27-Feb,199,300B,1,Capital One Arena,20,3,7953,421,39.5,0,3
55,27-Feb,868,Pit,10,TD Garden,21,4,7541,1205,149.5,0,4
56,27-Feb,359,Floor,9,TD Garden,21,4,7541,1205,149.5,0,4
57,27-Feb,384,100A,8,TD Garden,21,4,7541,1205,145.5,0,4
58,27-Feb,316,100B,6,TD Garden,21,4,7541,1205,99.5,0,4
59,27-Feb,351,SuiteA,7,TD Garden,21,4,7541,1205,149.5,0,4
60,27-Feb,362,SuiteB,5,TD Garden,21,4,7541,1205,149.5,0,4
61,27-Feb,315,200A,4,TD Garden,21,4,7541,1205,59.5,0,4
62,27-Feb,294,200B,3,TD Garden,21,4,7541,1205,39.5,0,4
63,27-Feb,415,Pit,10,United Center,26,2,7567,585,149.5,0,2
64,27-Feb,391,Floor,9,United Center,26,2,7567,585,149.5,0,2
65,27-Feb,431,100A,8,United Center,26,2,7567,585,149.5,0,2
66,27-Feb,244,100B,6,United Center,26,2,7567,585,149.5,0,2
67,27-Feb,211,200A,4,United Center,26,2,7567,585,99.5,0,2
68,27-Feb,374,200B,3,United Center,26,2,7567,585,99.5,0,2
69,27-Feb,237,300A,2,United Center,26,2,7567,585,39.5,0,2
70,27-Feb,200,300B,1,United Center,26,2,7567,585,39.5,0,2
71,27-Feb,950,Pit,10,Bridgestone Arena,30,6,7498,916,123,0,5
72,27-Feb,428,Floor,9,Bridgestone Arena,30,6,7498,916,123,0,5
73,27-Feb,381,100A,8,Bridgestone Arena,30,6,7498,916,73,0,5
74,27-Feb,325,100B,6,Bridgestone Arena,30,6,7498,916,73,0,5
75,27-Feb,365,200A,4,Bridgestone Arena,30,6,7498,916,53.5,0,5
76,27-Feb,330,200B,3,Bridgestone Arena,30,6,7498,916,53.5,0,5
77,27-Feb,212,300A,2,Bridgestone Arena,30,6,7498,916,34.4,0,5
78,27-Feb,201,300B,1,Bridgestone Arena,30,6,7498,916,34.4,0,5
79,27-Feb,399,Pit,10,The Forum A,36,7,2215,2162,149.5,0,6
80,27-Feb,427,Floor,9,The Forum A,36,7,2215,2162,149.5,0,6
81,27-Feb,464,100A,8,The Forum A,36,7,2215,2162,149.5,0,6
82,27-Feb,301,100B,6,The Forum A,36,7,2215,2162,149.5,0,6
83,27-Feb,212,200A,4,The Forum A,36,7,2215,2162,59.5,0,6
84,27-Feb,198,200B,3,The Forum A,36,7,2215,2162,39.5,0,6
85,27-Feb,397,Pit,10,The Forum B,37,5,2286,2162,149.5,0,7
86,27-Feb,339,Floor,9,The Forum B,37,5,2286,2162,149.5,0,7
87,27-Feb,449,100A,8,The Forum B,37,5,2286,2162,149.5,0,7
88,27-Feb,319,100B,6,The Forum B,37,5,2286,2162,149.5,0,7
89,27-Feb,269,200A,4,The Forum B,37,5,2286,2162,59.5,0,7
90,27-Feb,221,200B,3,The Forum B,37,5,2286,2162,39.5,0,7
91,27-Feb,391,Pit,10,The Forum C,38,2,2767,2162,149.5,0,2
92,27-Feb,303,Floor,9,The Forum C,38,2,2767,2162,149.5,0,2
93,27-Feb,501,100A,8,The Forum C,38,2,2767,2162,149.5,0,2
94,27-Feb,272,100B,6,The Forum C,38,2,2767,2162,149.5,0,2
95,27-Feb,212,200A,4,The Forum C,38,2,2767,2162,59.5,0,2
96,27-Feb,173,200B,3,The Forum C,38,2,2767,2162,39.5,0,2
97,28-Feb,560,Pit,10,American Airlines Arena,10,1,5998,1428,145.5,0,1
98,28-Feb,1011,Floor,9,American Airlines Arena,10,1,5998,1428,145.5,0,1
99,28-Feb,622,100A,8,American Airlines Arena,10,1,5998,1428,145.5,0,1
100,28-Feb,488,100B,6,American Airlines Arena,10,1,5998,1428,95.5,0,1
101,28-Feb,214,300A,2,American Airlines Arena,10,1,5998,1428,95.5,0,1
102,28-Feb,212,300B,1,American Airlines Arena,10,1,5998,1428,65.5,0,1
103,28-Feb,639,Pit,10,Amway Center,11,2,8797,519,146,0,2
104,28-Feb,534,Floor,9,Amway Center,11,2,8797,519,146,0,2
105,28-Feb,444,100A,8,Amway Center,11,2,8797,519,146,0,2
106,28-Feb,577,100B,6,Amway Center,11,2,8797,519,146,0,2
107,28-Feb,351,SuiteA,7,Amway Center,11,2,8797,519,146,0,2
108,28-Feb,307,SuiteB,5,Amway Center,11,2,8797,519,146,0,2
109,28-Feb,209,200A,4,Amway Center,11,2,8797,519,96.5,0,2
110,28-Feb,204,200B,3,Amway Center,11,2,8797,519,96.5,0,2
111,28-Feb,386,Pit,10,PNC Arena,13,4,6714,148,125.5,0,4
112,28-Feb,503,Floor,9,PNC Arena,13,4,6714,148,125.5,0,4
113,28-Feb,325,100A,8,PNC Arena,13,4,6714,148,125.5,0,4
114,28-Feb,203,100B,6,PNC Arena,13,4,6714,148,125.5,0,4
115,28-Feb,329,200A,4,PNC Arena,13,4,6714,148,75.5,0,4
116,28-Feb,338,200B,3,PNC Arena,13,4,6714,148,75.5,0,4
117,28-Feb,186,300A,2,PNC Arena,13,4,6714,148,55.5,0,4
118,28-Feb,159,300B,1,PNC Arena,13,4,6714,148,55.5,0,4
119,28-Feb,338,Pit,10,Wells Fargo Center,14,6,7708,401,149.25,0,5
120,28-Feb,289,Floor,9,Wells Fargo Center,14,6,7708,401,128,0,5
121,28-Feb,284,100A,8,Wells Fargo Center,14,6,7708,401,149.25,0,5
122,28-Feb,262,100B,6,Wells Fargo Center,14,6,7708,401,149.25,0,5
123,28-Feb,299,SuiteA,7,Wells Fargo Center,14,6,7708,401,128,0,5
124,28-Feb,257,SuiteB,5,Wells Fargo Center,14,6,7708,401,128,0,5
125,28-Feb,177,200A,4,Wells Fargo Center,14,6,7708,401,39.4,0,5
126,28-Feb,200,200B,3,Wells Fargo Center,14,6,7708,401,39.4,0,5
127,28-Feb,252,300A,2,Wells Fargo Center,14,6,7708,401,39.4,0,5
128,28-Feb,397,Pit,10,Madison Square Garden,16,5,2728,256,149.5,0,7
129,28-Feb,591,Floor,9,Madison Square Garden,16,5,2728,256,149.5,0,7
130,28-Feb,590,100A,8,Madison Square Garden,16,5,2728,256,149.5,0,7
131,28-Feb,356,100B,6,Madison Square Garden,16,5,2728,256,149.5,0,7
132,28-Feb,289,200A,4,Madison Square Garden,16,5,2728,256,99.5,0,7
133,28-Feb,307,300A,2,Madison Square Garden,16,5,2728,256,39.5,0,7
134,28-Feb,355,Pit,10,Prudential Center,17,1,1117,2,149.5,0,1
135,28-Feb,331,Floor,9,Prudential Center,17,1,1117,2,149.5,0,1
136,28-Feb,297,100A,8,Prudential Center,17,1,1117,2,149.5,0,1
137,28-Feb,195,100B,6,Prudential Center,17,1,1117,2,149.5,0,1
138,28-Feb,205,200A,4,Prudential Center,17,1,1117,2,99.5,0,1
139,28-Feb,164,200B,3,Prudential Center,17,1,1117,2,99.5,0,1
140,28-Feb,158,300A,2,Prudential Center,17,1,1117,2,39.5,0,1
141,28-Feb,165,300B,1,Prudential Center,17,1,1117,2,39.5,0,1
142,28-Feb,370,Pit,10,Capital One Arena,19,3,8010,421,149.5,0,3
143,28-Feb,373,Floor,9,Capital One Arena,19,3,8010,421,149.5,0,3
144,28-Feb,403,100A,8,Capital One Arena,19,3,8010,421,149.5,0,3
145,28-Feb,289,100B,6,Capital One Arena,19,3,8010,421,149.5,0,3
146,28-Feb,317,SuiteA,7,Capital One Arena,19,3,8010,421,149.5,0,3
147,28-Feb,339,200A,4,Capital One Arena,19,3,8010,421,99.5,0,3
148,28-Feb,299,200B,3,Capital One Arena,19,3,8010,421,99.5,0,3
149,28-Feb,191,300A,2,Capital One Arena,19,3,8010,421,39.5,0,3
150,28-Feb,195,300B,1,Capital One Arena,19,3,8010,421,39.5,0,3
151,28-Feb,680,Pit,10,TD Garden,20,4,7621,1205,149.5,0,4
152,28-Feb,353,Floor,9,TD Garden,20,4,7621,1205,149.5,0,4
153,28-Feb,355,100A,8,TD Garden,20,4,7621,1205,145.5,0,4
154,28-Feb,313,100B,6,TD Garden,20,4,7621,1205,99.5,0,4
155,28-Feb,356,SuiteA,7,TD Garden,20,4,7621,1205,149.5,0,4
156,28-Feb,310,200A,4,TD Garden,20,4,7621,1205,149.5,0,4
157,28-Feb,307,200B,3,TD Garden,20,4,7621,1205,59.5,0,4
158,28-Feb,294,Pit,10,United Center,25,2,7595,585,149.5,0,2
159,28-Feb,443,Floor,9,United Center,25,2,7595,585,149.5,0,2
160,28-Feb,424,100A,8,United Center,25,2,7595,585,149.5,0,2
161,28-Feb,253,100B,6,United Center,25,2,7595,585,149.5,0,2
162,28-Feb,234,200A,4,United Center,25,2,7595,585,99.5,0,2
163,28-Feb,354,200B,3,United Center,25,2,7595,585,99.5,0,2
164,28-Feb,261,300A,2,United Center,25,2,7595,585,39.5,0,2
165,28-Feb,197,300B,1,United Center,25,2,7595,585,39.5,0,2
166,28-Feb,680,Pit,10,Bridgestone Arena,29,6,7581,916,123,0,5
167,28-Feb,421,Floor,9,Bridgestone Arena,29,6,7581,916,123,0,5
168,28-Feb,375,100A,8,Bridgestone Arena,29,6,7581,916,73,0,5
169,28-Feb,372,100B,6,Bridgestone Arena,29,6,7581,916,73,0,5
170,28-Feb,413,200A,4,Bridgestone Arena,29,6,7581,916,53.5,0,5
171,28-Feb,324,200B,3,Bridgestone Arena,29,6,7581,916,53.5,0,5
172,28-Feb,213,300A,2,Bridgestone Arena,29,6,7581,916,34.4,0,5
173,28-Feb,211,300B,1,Bridgestone Arena,29,6,7581,916,34.4,0,5
174,28-Feb,375,Pit,10,The Forum A,35,7,2237,2162,149.5,0,6
175,28-Feb,420,Floor,9,The Forum A,35,7,2237,2162,149.5,0,6
176,28-Feb,457,100A,8,The Forum A,35,7,2237,2162,149.5,0,6
177,28-Feb,299,100B,6,The Forum A,35,7,2237,2162,149.5,0,6
178,28-Feb,209,200A,4,The Forum A,35,7,2237,2162,59.5,0,6
179,28-Feb,200,200B,3,The Forum A,35,7,2237,2162,39.5,0,6
180,28-Feb,371,Pit,10,The Forum B,36,5,2415,2162,149.5,0,7
181,28-Feb,481,Floor,9,The Forum B,36,5,2415,2162,149.5,0,7
182,28-Feb,442,100A,8,The Forum B,36,5,2415,2162,149.5,0,7
183,28-Feb,302,100B,6,The Forum B,36,5,2415,2162,149.5,0,7
184,28-Feb,265,200A,4,The Forum B,36,5,2415,2162,59.5,0,7
185,28-Feb,218,200B,3,The Forum B,36,5,2415,2162,39.5,0,7
186,28-Feb,376,Pit,10,The Forum C,37,2,2783,2162,149.5,0,2
187,28-Feb,347,Floor,9,The Forum C,37,2,2783,2162,149.5,0,2
188,28-Feb,310,100A,8,The Forum C,37,2,2783,2162,149.5,0,2
189,28-Feb,253,100B,6,The Forum C,37,2,2783,2162,149.5,0,2
190,28-Feb,196,200A,4,The Forum C,37,2,2783,2162,59.5,0,2
191,28-Feb,189,200B,3,The Forum C,37,2,2783,2162,39.5,0,2
192,29-Feb,434,Pit,10,American Airlines Arena,9,1,6069,1428,145.5,0,1
193,29-Feb,1045,Floor,9,American Airlines Arena,9,1,6069,1428,145.5,0,1
194,29-Feb,643,100A,8,American Airlines Arena,9,1,6069,1428,145.5,0,1
195,29-Feb,735,100B,6,American Airlines Arena,9,1,6069,1428,95.5,0,1
196,29-Feb,221,300A,2,American Airlines Arena,9,1,6069,1428,95.5,0,1
197,29-Feb,219,300B,1,American Airlines Arena,9,1,6069,1428,65.5,0,1
198,29-Feb,531,Pit,10,Amway Center,10,2,8945,519,146,0,2
199,29-Feb,552,Floor,9,Amway Center,10,2,8945,519,146,0,2
200,29-Feb,459,100A,8,Amway Center,10,2,8945,519,146,0,2
201,29-Feb,597,100B,6,Amway Center,10,2,8945,519,146,0,2
202,29-Feb,356,SuiteA,7,Amway Center,10,2,8945,519,146,0,2
203,29-Feb,317,SuiteB,5,Amway Center,10,2,8945,519,146,0,2
204,29-Feb,234,200A,4,Amway Center,10,2,8945,519,96.5,0,2
205,29-Feb,211,200B,3,Amway Center,10,2,8945,519,96.5,0,2
206,29-Feb,349,Pit,10,PNC Arena,12,4,6786,148,125.5,0,4
207,29-Feb,520,Floor,9,PNC Arena,12,4,6786,148,125.5,0,4
208,29-Feb,336,100A,8,PNC Arena,12,4,6786,148,125.5,0,4
209,29-Feb,284,100B,6,PNC Arena,12,4,6786,148,125.5,0,4
210,29-Feb,345,200A,4,PNC Arena,12,4,6786,148,75.5,0,4
211,29-Feb,337,200B,3,PNC Arena,12,4,6786,148,75.5,0,4
212,29-Feb,227,300A,2,PNC Arena,12,4,6786,148,55.5,0,4
213,29-Feb,165,300B,1,PNC Arena,12,4,6786,148,55.5,0,4
214,29-Feb,356,Pit,10,Wells Fargo Center,13,6,7918,401,149.25,0,5
215,29-Feb,299,Floor,9,Wells Fargo Center,13,6,7918,401,128,0,5
216,29-Feb,293,100A,8,Wells Fargo Center,13,6,7918,401,149.25,0,5
217,29-Feb,273,100B,6,Wells Fargo Center,13,6,7918,401,149.25,0,5
218,29-Feb,368,SuiteA,7,Wells Fargo Center,13,6,7918,401,128,0,5
219,29-Feb,321,SuiteB,5,Wells Fargo Center,13,6,7918,401,128,0,5
220,29-Feb,202,200A,4,Wells Fargo Center,13,6,7918,401,39.4,0,5
221,29-Feb,207,200B,3,Wells Fargo Center,13,6,7918,401,39.4,0,5
222,29-Feb,261,300A,2,Wells Fargo Center,13,6,7918,401,39.4,0,5
223,29-Feb,400,Pit,10,Madison Square Garden,15,5,2855,256,149.5,0,7
224,29-Feb,736,Floor,9,Madison Square Garden,15,5,2855,256,149.5,0,7
225,29-Feb,566,100A,8,Madison Square Garden,15,5,2855,256,149.5,0,7
226,29-Feb,368,100B,6,Madison Square Garden,15,5,2855,256,149.5,0,7
227,29-Feb,299,200A,4,Madison Square Garden,15,5,2855,256,99.5,0,7
228,29-Feb,317,300A,2,Madison Square Garden,15,5,2855,256,39.5,0,7
229,29-Feb,306,Pit,10,Prudential Center,16,1,1300,2,149.5,0,1
230,29-Feb,342,Floor,9,Prudential Center,16,1,1300,2,149.5,0,1
231,29-Feb,297,100A,8,Prudential Center,16,1,1300,2,149.5,0,1
232,29-Feb,202,100B,6,Prudential Center,16,1,1300,2,149.5,0,1
233,29-Feb,212,200A,4,Prudential Center,16,1,1300,2,99.5,0,1
234,29-Feb,169,200B,3,Prudential Center,16,1,1300,2,99.5,0,1
235,29-Feb,181,300A,2,Prudential Center,16,1,1300,2,39.5,0,1
236,29-Feb,164,300B,1,Prudential Center,16,1,1300,2,39.5,0,1
237,29-Feb,325,Pit,10,Capital One Arena,18,3,8070,421,149.5,0,3
238,29-Feb,460,Floor,9,Capital One Arena,18,3,8070,421,149.5,0,3
239,29-Feb,354,100A,8,Capital One Arena,18,3,8070,421,149.5,0,3
240,29-Feb,309,100B,6,Capital One Arena,18,3,8070,421,149.5,0,3
241,29-Feb,327,SuiteA,7,Capital One Arena,18,3,8070,421,149.5,0,3
242,29-Feb,391,SuiteB,5,Capital One Arena,18,3,8070,421,149.5,0,3
243,29-Feb,207,300A,2,Capital One Arena,18,3,8070,421,39.5,0,3
244,29-Feb,207,300B,1,Capital One Arena,18,3,8070,421,39.5,0,3
245,29-Feb,415,Pit,10,TD Garden,19,4,7700,1205,39.5,0,4
246,29-Feb,448,Floor,9,TD Garden,19,4,7700,1205,149.5,0,4
247,29-Feb,367,100A,8,TD Garden,19,4,7700,1205,145.5,0,4
248,29-Feb,323,100B,6,TD Garden,19,4,7700,1205,99.5,0,4
249,29-Feb,414,SuiteA,7,TD Garden,19,4,7700,1205,149.5,0,4
250,29-Feb,385,SuiteB,5,TD Garden,19,4,7700,1205,149.5,0,4
251,29-Feb,320,200A,4,TD Garden,19,4,7700,1205,59.5,0,4
252,29-Feb,317,200B,3,TD Garden,19,4,7700,1205,39.5,0,4
253,29-Feb,304,Pit,10,United Center,24,2,7659,585,149.5,0,2
254,29-Feb,458,Floor,9,United Center,24,2,7659,585,149.5,0,2
255,29-Feb,449,100A,8,United Center,24,2,7659,585,149.5,0,2
256,29-Feb,262,100B,6,United Center,24,2,7659,585,149.5,0,2
257,29-Feb,391,200A,4,United Center,24,2,7659,585,99.5,0,2
258,29-Feb,366,200B,3,United Center,24,2,7659,585,99.5,0,2
259,29-Feb,265,300A,2,United Center,24,2,7659,585,39.5,0,2
260,29-Feb,204,300B,1,United Center,24,2,7659,585,39.5,0,2
261,29-Feb,531,Pit,10,Bridgestone Arena,28,6,7816,916,123,0,5
262,29-Feb,436,Floor,9,Bridgestone Arena,28,6,7816,916,123,0,5
263,29-Feb,387,100A,8,Bridgestone Arena,28,6,7816,916,73,0,5
264,29-Feb,385,100B,6,Bridgestone Arena,28,6,7816,916,73,0,5
265,29-Feb,427,200A,4,Bridgestone Arena,28,6,7816,916,53.5,0,5
266,29-Feb,306,200B,3,Bridgestone Arena,28,6,7816,916,53.5,0,5
267,29-Feb,238,300A,2,Bridgestone Arena,28,6,7816,916,34.4,0,5
268,29-Feb,220,300B,1,Bridgestone Arena,28,6,7816,916,34.4,0,5
269,29-Feb,318,Pit,10,The Forum A,34,7,2265,2162,149.5,0,6
270,29-Feb,450,Floor,9,The Forum A,34,7,2265,2162,149.5,0,6
271,29-Feb,425,100A,8,The Forum A,34,7,2265,2162,149.5,0,6
272,29-Feb,309,100B,6,The Forum A,34,7,2265,2162,149.5,0,6
273,29-Feb,218,200A,4,The Forum A,34,7,2265,2162,59.5,0,6
274,29-Feb,207,200B,3,The Forum A,34,7,2265,2162,39.5,0,6
275,29-Feb,347,Pit,10,The Forum B,35,5,2794,2162,149.5,0,7
276,29-Feb,552,Floor,9,The Forum B,35,5,2794,2162,149.5,0,7
277,29-Feb,448,100A,8,The Forum B,35,5,2794,2162,149.5,0,7
278,29-Feb,312,100B,6,The Forum B,35,5,2794,2162,149.5,0,7
279,29-Feb,274,200A,4,The Forum B,35,5,2794,2162,59.5,0,7
280,29-Feb,225,200B,3,The Forum B,35,5,2794,2162,39.5,0,7
281,29-Feb,340,Pit,10,The Forum C,36,2,2789,2162,149.5,0,2
282,29-Feb,368,Floor,9,The Forum C,36,2,2789,2162,149.5,0,2
283,29-Feb,338,100A,8,The Forum C,36,2,2789,2162,149.5,0,2
284,29-Feb,261,100B,6,The Forum C,36,2,2789,2162,149.5,0,2
285,29-Feb,202,200A,4,The Forum C,36,2,2789,2162,59.5,0,2
286,29-Feb,198,200B,3,The Forum C,36,2,2789,2162,39.5,0,2
287,1-Mar,581,Pit,10,American Airlines Arena,8,1,6163,1428,145.5,0,1
288,1-Mar,1011,Floor,9,American Airlines Arena,8,1,6163,1428,145.5,0,1
289,1-Mar,666,100A,8,American Airlines Arena,8,1,6163,1428,145.5,0,1
290,1-Mar,622,100B,6,American Airlines Arena,8,1,6163,1428,95.5,0,1
291,1-Mar,223,300A,2,American Airlines Arena,8,1,6163,1428,95.5,0,1
292,1-Mar,220,300B,1,American Airlines Arena,8,1,6163,1428,65.5,0,1
293,1-Mar,560,Pit,10,Amway Center,9,2,9093,519,146,0,2
294,1-Mar,534,Floor,9,Amway Center,9,2,9093,519,146,0,2
295,1-Mar,444,100A,8,Amway Center,9,2,9093,519,146,0,2
296,1-Mar,577,100B,6,Amway Center,9,2,9093,519,146,0,2
297,1-Mar,340,SuiteA,7,Amway Center,9,2,9093,519,146,0,2
298,1-Mar,307,SuiteB,5,Amway Center,9,2,9093,519,146,0,2
299,1-Mar,222,200A,4,Amway Center,9,2,9093,519,96.5,0,2
300,1-Mar,237,200B,3,Amway Center,9,2,9093,519,96.5,0,2
301,1-Mar,373,Pit,10,PNC Arena,11,4,6854,148,125.5,0,4
302,1-Mar,485,Floor,9,PNC Arena,11,4,6854,148,125.5,0,4
303,1-Mar,325,100A,8,PNC Arena,11,4,6854,148,125.5,0,4
304,1-Mar,274,100B,6,PNC Arena,11,4,6854,148,125.5,0,4
305,1-Mar,333,200A,4,PNC Arena,11,4,6854,148,75.5,0,4
306,1-Mar,326,200B,3,PNC Arena,11,4,6854,148,75.5,0,4
307,1-Mar,219,300A,2,PNC Arena,11,4,6854,148,55.5,0,4
308,1-Mar,186,300B,1,PNC Arena,11,4,6854,148,55.5,0,4
309,1-Mar,400,Pit,10,Wells Fargo Center,12,6,7990,401,149.25,0,5
310,1-Mar,357,Floor,9,Wells Fargo Center,12,6,7990,401,128,0,5
311,1-Mar,298,100A,8,Wells Fargo Center,12,6,7990,401,149.25,0,5
312,1-Mar,275,100B,6,Wells Fargo Center,12,6,7990,401,149.25,0,5
313,1-Mar,356,SuiteA,7,Wells Fargo Center,12,6,7990,401,128,0,5
314,1-Mar,307,SuiteB,5,Wells Fargo Center,12,6,7990,401,128,0,5
315,1-Mar,215,200A,4,Wells Fargo Center,12,6,7990,401,39.4,0,5
316,1-Mar,206,200B,3,Wells Fargo Center,12,6,7990,401,39.4,0,5
317,1-Mar,252,300A,2,Wells Fargo Center,12,6,7990,401,39.4,0,5
318,1-Mar,359,Pit,10,Madison Square Garden,14,5,2908,256,149.5,0,7
319,1-Mar,555,Floor,9,Madison Square Garden,14,5,2908,256,149.5,0,7
320,1-Mar,566,100A,8,Madison Square Garden,14,5,2908,256,149.5,0,7
321,1-Mar,376,100B,6,Madison Square Garden,14,5,2908,256,149.5,0,7
322,1-Mar,289,200A,4,Madison Square Garden,14,5,2908,256,99.5,0,7
323,1-Mar,307,300A,2,Madison Square Garden,14,5,2908,256,39.5,0,7
324,1-Mar,284,Pit,10,Prudential Center,15,1,1348,2,149.5,0,1
325,1-Mar,331,Floor,9,Prudential Center,15,1,1348,2,149.5,0,1
326,1-Mar,287,100A,8,Prudential Center,15,1,1348,2,149.5,0,1
327,1-Mar,249,100B,6,Prudential Center,15,1,1348,2,149.5,0,1
328,1-Mar,245,200A,4,Prudential Center,15,1,1348,2,99.5,0,1
329,1-Mar,192,200B,3,Prudential Center,15,1,1348,2,99.5,0,1
330,1-Mar,191,300A,2,Prudential Center,15,1,1348,2,39.5,0,1
331,1-Mar,159,300B,1,Prudential Center,15,1,1348,2,39.5,0,1
332,1-Mar,277,Pit,10,Capital One Arena,17,3,8133,421,149.5,0,3
333,1-Mar,400,Floor,9,Capital One Arena,17,3,8133,421,149.5,0,3
334,1-Mar,354,100A,8,Capital One Arena,17,3,8133,421,149.5,0,3
335,1-Mar,310,100B,6,Capital One Arena,17,3,8133,421,149.5,0,3
336,1-Mar,308,SuiteA,7,Capital One Arena,17,3,8133,421,149.5,0,3
337,1-Mar,342,SuiteB,5,Capital One Arena,17,3,8133,421,149.5,0,3
338,1-Mar,330,200A,4,Capital One Arena,17,3,8133,421,99.5,0,3
339,1-Mar,318,200B,3,Capital One Arena,17,3,8133,421,99.5,0,3
340,1-Mar,198,300A,2,Capital One Arena,17,3,8133,421,39.5,0,3
341,1-Mar,210,300B,1,Capital One Arena,17,3,8133,421,39.5,0,3
342,1-Mar,355,Pit,10,TD Garden,18,4,7828,1205,149.5,0,4
343,1-Mar,433,Floor,9,TD Garden,18,4,7828,1205,149.5,0,4
344,1-Mar,355,100A,8,TD Garden,18,4,7828,1205,145.5,0,4
345,1-Mar,313,100B,6,TD Garden,18,4,7828,1205,99.5,0,4
346,1-Mar,400,SuiteA,7,TD Garden,18,4,7828,1205,149.5,0,4
347,1-Mar,372,SuiteB,5,TD Garden,18,4,7828,1205,149.5,0,4
348,1-Mar,310,200A,4,TD Garden,18,4,7828,1205,59.5,0,4
349,1-Mar,307,200B,3,TD Garden,18,4,7828,1205,39.5,0,4
